drug_id;canonical_name;approved;source
237;glycopyrrolate;Y;auto
67;govorestat;N;
97;gusperimus trihydrochloride;N;
238;halofantrine;N;
239;hemin;Y;auto
240;hydrocortisone;Y;auto
241;hydroxycarbamide;Y;auto
242;hydroxyprogesterone caproate;N;
243;ibrutinib;Y;auto
244;ibuprofen lysine;N;
245;idarubicin hcl for injection;Y;
87;"idebenone;titanium dioxide";N;
246;idelalisib;Y;auto
247;ifosfamide;Y;auto
248;iloprost inhalation solution;N;
249;imatinib;Y;auto
84;infigratinib monophosphate;N;
250;interferon alfa-2b;N;
251;intravenous carbamazepine;Y;
252;iobenguane i;Y;
34;iptacopan monohydrate;Y;auto
72;irinotecan anhydrous free-base;Y;
253;iron-hexacyanoferrate;N;
55;isavuconazole;Y;auto
254;isavuconazonium;Y;
255;ivabradine;Y;auto
256;ivacaftor;Y;auto
1;"ivacaftor;tezacaftor;elexacaftor";Y;auto
14;ivosidenib;Y;auto
50;ixazomib;Y;auto
257;l-glutamine;N;
258;lamotrigine;Y;auto
259;larotrectinib;Y;auto
260;ledipasvir/sofosbuvir;Y;auto
261;lenalidomide;Y;auto
262;leniolisib;N;
263;lenvatinib;Y;auto
74;leriglitazone;N;
35;letermovir;Y;auto
264;leucovorin;Y;auto
265;levacetylleucine;N;
266;levocarnitine;Y;auto
267;levodopa and carbidopa;Y;auto
268;levoketoconazole;N;
269;levoleucovorin;N;
270;levomethadyl;N;
271;lidocaine patch;Y;
272;linerixibat;N;
273;liothyronine injection;Y;
274;liposomal amikacin;Y;auto
275;lodoxamide tromethamine;Y;
276;lomitapide;Y;auto
69;lonafarnib;N;
277;lorlatinib;Y;auto
278;lumacaftor and ivacaftor;Y;auto
280;lurbinectedin;Y;auto
41;lutetium oxodotreotide;Y;auto
281;macimorelin;N;
282;macitentan;Y;auto
283;macitentan and tadalafil;Y;auto
284;mafenide solution;N;
285;mannitol;Y;auto
47;maralixibat chloride;Y;auto
43;maribavir;Y;auto
68;masitinib mesilate;N;
286;mavacamten;Y;auto
13;mavorixafor;N;
287;mebendazole;Y;auto
288;megestrol;Y;auto
289;meloxicam;Y;auto
290;melphalan;Y;auto
291;melphalan flufenamide;Y;
53;mercaptamine;N;
292;mercaptopurine oral solution;Y;
293;"mesalamine; 5-aminosalicylic acid";N;
294;mesna;Y;auto
295;methotrexate oral solution;Y;auto
296;methylene blue;Y;auto
297;metronidazole;Y;auto
25;mexiletine;Y;auto
298;midazolam;Y;auto
299;midodrine hcl;Y;
27;midostaurin;Y;auto
93;mifepristone;Y;auto
49;migalastat;Y;auto
300;miglustat;Y;auto
301;miltefosine;N;
51;mirdametinib;N;
85;mitapivat;N;
302;mitomycin-c;Y;auto
303;mitoxantrone hcl;Y;auto
304;mobocertinib;N;
305;modafinil;Y;auto
62;momelotinib dihydrochloride monohydrate;Y;auto
306;monooctanoin;N;
307;morphine concentrate;Y;
308;moxidectin;Y;auto
309;naltrexone hcl;Y;
310;nelarabine;Y;auto
311;nerandomilast;N;
312;nifurtimox;N;
313;nilotinib;Y;auto
314;nimodipine;Y;auto
315;nintedanib;Y;auto
40;niraparib;Y;auto
45;nirogacestat hydrobromide;N;
316;nitazoxanide;N;
317;nitisinone;Y;auto
318;nitric oxide;Y;auto
376;nitrite and thiosulfate;N;
57;odevixibat;Y;auto
319;ofloxacin;Y;auto
320;olaparib;Y;auto
321;olutasidenib;N;
322;omacetaxine mepesuccinate;N;
6;omaveloxolone;Y;auto
71;osilodrostat;Y;auto
323;osimertinib;Y;auto
377;oxybate;Y;auto
324;paclitaxel;Y;auto
325;pacritinib;N;
80;palovarotene;Y;auto
12;paltusotine;N;
326;panobinostat;N;
327;paricalcitol;N;
328;pazopanib;Y;auto
329;pegvaliase-pqpz;Y;auto
330;pemetrexed disodium;Y;
5;pemigatinib;Y;auto
331;pentamidine isethionate;Y;
332;pentastarch;N;
333;pentosan polysulfate;Y;auto
334;pentostatin for injection;N;
88;pexidartinib;N;
335;phenobarbital;Y;auto
378;phenylbutyrate and taurursodiol;N;
336;phoxillum;N;
337;pilocarpine hcl;Y;auto
338;pirfenidone;Y;auto
339;pirtobrutinib;Y;auto
48;pitolisant;Y;auto
340;plerixafor;Y;auto
341;polifeprosan 20 with carmustine;N;
73;polihexanide;N;
342;pomalidomide;Y;auto
343;ponatinib;Y;auto
344;porfimer;N;
345;posaconazole;Y;auto
346;potassium iodide oral solution;Y;auto
96;pralatrexate;Y;auto
347;pralsetinib;N;
16;pretomanid;N;
31;pridopidine;N;
348;propranolol;Y;auto
349;quinine;Y;auto
350;quizartinib;Y;auto
351;raloxifene;Y;auto
352;regorafenib;Y;auto
353;repotrectinib;N;
59;resminostat mesilate;N;
354;revumenib;N;
355;ribavirin;Y;auto
356;riboflavin ophthalmic solution & ultraviolet a;N;
357;rifabutin;Y;auto
358;rifampin;Y;auto
359;rifampin + isoniazid + pyrazinamide;Y;auto
360;rifapentine;Y;
361;rifaximin;Y;auto
362;riluzole;Y;auto
32;rilzabrutinib;N;
363;riociguat;Y;auto
19;ripretinib;Y;auto
364;risdiplam;Y;auto
95;romidepsin;Y;auto
365;rosuvastatin;Y;auto
101;rubitecan;N;
366;rucaparib;N;
367;rufinamide;Y;auto
368;ruxolitinib;Y;auto
369;sapropterin;Y;
44;sebetralstat;N;
15;seladelpar lysine dihydrate;Y;auto
370;selegiline hcl;Y;
371;selexipag;Y;auto
372;selinexor;Y;auto
373;selpercatinib;Y;auto
22;selumetinib;Y;auto
17;sepiapterin;Y;auto
374;sevabertinib;Y;
375;sildenafil;Y;auto
58;sirolimus;Y;auto
380;sofosbuvir;Y;auto
381;solriamfetol;Y;auto
382;sorafenib;Y;auto
383;sotalol hcl;Y;auto
384;sotorasib;Y;auto
38;sparsentan;N;
385;sterile talc powder;N;
386;stiripentol;Y;auto
387;succimer;N;
388;sulfadiazine;Y;auto
389;tacrolimus extended-release capsules;Y;auto
390;tadalafil;Y;auto
46;tafamidis;Y;auto
391;tafamidis meglumine;Y;auto
392;tafenoquine;N;
393;taletrectinib;N;
394;tasimelteon;N;
395;tazemetostat;N;
396;tecovirimat;Y;
36;telotristat etiprate;Y;
397;temozolomide;Y;auto
398;teniposide;N;
399;tenofovir;Y;
400;tepotinib;Y;auto
401;tetrabenazine;Y;auto
279;"tezacaftor;ivacaftor";Y;auto
402;thalidomide;Y;auto
379;thiosulfate;Y;auto
403;thiotepa;Y;auto
404;tinidazole;N;
405;tiopronin;N;
64;tiratricol;N;
406;tobramycin for inhalation;Y;
407;tolvaptan;Y;auto
408;topiramate;Y;auto
409;toremifene;N;
11;tovorafenib;N;
410;trabectedin;Y;auto
411;trametinib and dabrafenib;Y;auto
42;trametinib dimethyl sulfoxide;Y;auto
412;treosulfan;Y;auto
413;treprostinil inhalation powder;Y;auto
414;triclabendazole;N;
415;trientine hcl;Y;
416;trifluridine/tipiracil;Y;auto
417;triheptanoin;Y;auto
418;trimetrexate glucuronate;N;
4;trofinetide;Y;auto
419;trypan blue;Y;auto
420;tucatinib;Y;auto
421;umbralisib;N;
422;upadacitinib;Y;auto
423;uridine triacetate;N;
424;urofollitropin;N;
425;ursodiol;Y;auto
426;valbenazine;N;
427;valrubicin;N;
24;vamorolone;Y;
428;vandetanib;Y;auto
429;vanzacaftor + tezacaftor + and deutivacaftor;Y;auto
7;velmanase alfa;N;
430;vemurafenib;Y;auto
431;venetoclax;Y;auto
432;vigabatrin;Y;auto
18;vimseltinib dihydrate;N;
433;vincristine liposome injection;Y;
2;vorasidenib;Y;auto
434;vorinostat;Y;auto
75;voxelotor;N;
435;zanubrutinib;Y;auto
436;zidovudine;Y;auto
437;ziftomenib;N;
438;zinc;Y;auto
439;zoledronate;N;
